Player Name,2018 Age,2018 Position,2018 Team,2018 Games Played,2018 Games Started,2018 Passing Attempts,2018 Passing Completions,2018 Passing Yards,2018 Passing Touchdowns,2018 Interceptions Thrown,2018 Rushing Attempts,2018 Rushing Yards,2018 Rushing Touchdowns,2018 Targets,2018 Receptions,2018 Receiving Yards,2018 Receiving Touchdowns,2018 Fumbles,2018 Field Goals Attempted 0-39,2018 Field Goals Made 0-39,2018 Field Goals Attempted 40-49,2018 Field Goals Made 40-49,2018 Field Goals Attempted 50+,2018 Field Goals Made 50+,2018 Field Goals Attempted,2018 Field Goals Made,2018 Extra Points Attempted,2018 Extra Points Made,2018 Total Yards Allowed,2018 Total Plays,2018 Takeaways,2018 First Downs Allowed,2018 Passing Yards Allowed,2018 Passing Touchdowns Allowed,2018 Rushing Yards Allowed,2018 Rushing Touchdowns Allowed,2018 Penalties Committed,2018 Penalty Yards,2018 First Downs by Penalty,2018 Percent Drives Scored On,2018 Percent Drives Takeaway,2018 ST_Sacks,2018 ST_Interceptions,2018 ST_Fumble Recoveries,2018 ST_Forced Fumbles,2018 ST_Safeties,2018 ST_Special Teams Touchdowns,2018 Fantasy Points From Points,2018 XP2,2018 ESPN ADP,2018 Sleeper ADP,2018 NFL ADP,2018 RTSports ADP,2018 Average ADP,2018 Positional ADP,2018 PPR Fantasy Points Scored,2018 Standard Fantasy Points Scored,2019 Age,2019 Position,2019 Team,2019 Games Played,2019 Games Started,2019 Passing Attempts,2019 Passing Completions,2019 Passing Yards,2019 Passing Touchdowns,2019 Interceptions Thrown,2019 Rushing Attempts,2019 Rushing Yards,2019 Rushing Touchdowns,2019 Targets,2019 Receptions,2019 Receiving Yards,2019 Receiving Touchdowns,2019 Fumbles,2019 Field Goals Attempted 0-39,2019 Field Goals Made 0-39,2019 Field Goals Attempted 40-49,2019 Field Goals Made 40-49,2019 Field Goals Attempted 50+,2019 Field Goals Made 50+,2019 Field Goals Attempted,2019 Field Goals Made,2019 Extra Points Attempted,2019 Extra Points Made,2019 Total Yards Allowed,2019 Total Plays,2019 Takeaways,2019 First Downs Allowed,2019 Passing Yards Allowed,2019 Passing Touchdowns Allowed,2019 Rushing Yards Allowed,2019 Rushing Touchdowns Allowed,2019 Penalties Committed,2019 Penalty Yards,2019 First Downs by Penalty,2019 Percent Drives Scored On,2019 Percent Drives Takeaway,2019 ST_Sacks,2019 ST_Interceptions,2019 ST_Fumble Recoveries,2019 ST_Forced Fumbles,2019 ST_Safeties,2019 ST_Special Teams Touchdowns,2019 Fantasy Points From Points,2019 XP2,2019 ESPN ADP,2019 Sleeper ADP,2019 NFL ADP,2019 RTSports ADP,2019 Average ADP,2019 Positional ADP,2019 PPR Fantasy Points Scored,2019 Standard Fantasy Points Scored,2020 Age,2020 Position,2020 Team,2020 Games Played,2020 Games Started,2020 Passing Attempts,2020 Passing Completions,2020 Passing Yards,2020 Passing Touchdowns,2020 Interceptions Thrown,2020 Rushing Attempts,2020 Rushing Yards,2020 Rushing Touchdowns,2020 Targets,2020 Receptions,2020 Receiving Yards,2020 Receiving Touchdowns,2020 Fumbles,2020 Field Goals Attempted 0-39,2020 Field Goals Made 0-39,2020 Field Goals Attempted 40-49,2020 Field Goals Made 40-49,2020 Field Goals Attempted 50+,2020 Field Goals Made 50+,2020 Field Goals Attempted,2020 Field Goals Made,2020 Extra Points Attempted,2020 Extra Points Made,2020 Total Yards Allowed,2020 Total Plays,2020 Takeaways,2020 First Downs Allowed,2020 Passing Yards Allowed,2020 Passing Touchdowns Allowed,2020 Rushing Yards Allowed,2020 Rushing Touchdowns Allowed,2020 Penalties Committed,2020 Penalty Yards,2020 First Downs by Penalty,2020 Percent Drives Scored On,2020 Percent Drives Takeaway,2020 ST_Sacks,2020 ST_Interceptions,2020 ST_Fumble Recoveries,2020 ST_Forced Fumbles,2020 ST_Safeties,2020 ST_Special Teams Touchdowns,2020 Fantasy Points From Points,2020 XP2,2020 ESPN ADP,2020 Sleeper ADP,2020 NFL ADP,2020 RTSports ADP,2020 Average ADP,2020 Positional ADP,2020 PPR Fantasy Points Scored,2020 Standard Fantasy Points Scored,2021 Age,2021 Position,2021 Team,2021 Games Played,2021 Games Started,2021 Passing Attempts,2021 Passing Completions,2021 Passing Yards,2021 Passing Touchdowns,2021 Interceptions Thrown,2021 Rushing Attempts,2021 Rushing Yards,2021 Rushing Touchdowns,2021 Targets,2021 Receptions,2021 Receiving Yards,2021 Receiving Touchdowns,2021 Fumbles,2021 Field Goals Attempted 0-39,2021 Field Goals Made 0-39,2021 Field Goals Attempted 40-49,2021 Field Goals Made 40-49,2021 Field Goals Attempted 50+,2021 Field Goals Made 50+,2021 Field Goals Attempted,2021 Field Goals Made,2021 Extra Points Attempted,2021 Extra Points Made,2021 Total Yards Allowed,2021 Total Plays,2021 Takeaways,2021 First Downs Allowed,2021 Passing Yards Allowed,2021 Passing Touchdowns Allowed,2021 Rushing Yards Allowed,2021 Rushing Touchdowns Allowed,2021 Penalties Committed,2021 Penalty Yards,2021 First Downs by Penalty,2021 Percent Drives Scored On,2021 Percent Drives Takeaway,2021 ST_Sacks,2021 ST_Interceptions,2021 ST_Fumble Recoveries,2021 ST_Forced Fumbles,2021 ST_Safeties,2021 ST_Special Teams Touchdowns,2021 Fantasy Points From Points,2021 XP2,2021 ESPN ADP,2021 Sleeper ADP,2021 NFL ADP,2021 RTSports ADP,2021 Average ADP,2021 Positional ADP,2021 PPR Fantasy Points Scored,2021 Standard Fantasy Points Scored,2022 Age,2022 Position,2022 Team,2022 Games Played,2022 Games Started,2022 Passing Attempts,2022 Passing Completions,2022 Passing Yards,2022 Passing Touchdowns,2022 Interceptions Thrown,2022 Rushing Attempts,2022 Rushing Yards,2022 Rushing Touchdowns,2022 Targets,2022 Receptions,2022 Receiving Yards,2022 Receiving Touchdowns,2022 Fumbles,2022 Field Goals Attempted 0-39,2022 Field Goals Made 0-39,2022 Field Goals Attempted 40-49,2022 Field Goals Made 40-49,2022 Field Goals Attempted 50+,2022 Field Goals Made 50+,2022 Field Goals Attempted,2022 Field Goals Made,2022 Extra Points Attempted,2022 Extra Points Made,2022 Total Yards Allowed,2022 Total Plays,2022 Takeaways,2022 First Downs Allowed,2022 Passing Yards Allowed,2022 Passing Touchdowns Allowed,2022 Rushing Yards Allowed,2022 Rushing Touchdowns Allowed,2022 Penalties Committed,2022 Penalty Yards,2022 First Downs by Penalty,2022 Percent Drives Scored On,2022 Percent Drives Takeaway,2022 ST_Sacks,2022 ST_Interceptions,2022 ST_Fumble Recoveries,2022 ST_Forced Fumbles,2022 ST_Safeties,2022 ST_Special Teams Touchdowns,2022 Fantasy Points From Points,2022 XP2,2022 ESPN ADP,2022 Sleeper ADP,2022 NFL ADP,2022 RTSports ADP,2022 Average ADP,2022 Positional ADP,2022 PPR Fantasy Points Scored,2022 Standard Fantasy Points Scored,2023 Age,2023 Position,2023 Team,2023 Games Played,2023 Games Started,2023 Passing Attempts,2023 Passing Completions,2023 Passing Yards,2023 Passing Touchdowns,2023 Interceptions Thrown,2023 Rushing Attempts,2023 Rushing Yards,2023 Rushing Touchdowns,2023 Targets,2023 Receptions,2023 Receiving Yards,2023 Receiving Touchdowns,2023 Fumbles,2023 Field Goals Attempted 0-39,2023 Field Goals Made 0-39,2023 Field Goals Attempted 40-49,2023 Field Goals Made 40-49,2023 Field Goals Attempted 50+,2023 Field Goals Made 50+,2023 Field Goals Attempted,2023 Field Goals Made,2023 Extra Points Attempted,2023 Extra Points Made,2023 Total Yards Allowed,2023 Total Plays,2023 Takeaways,2023 First Downs Allowed,2023 Passing Yards Allowed,2023 Passing Touchdowns Allowed,2023 Rushing Yards Allowed,2023 Rushing Touchdowns Allowed,2023 Penalties Committed,2023 Penalty Yards,2023 First Downs by Penalty,2023 Percent Drives Scored On,2023 Percent Drives Takeaway,2023 ST_Sacks,2023 ST_Interceptions,2023 ST_Fumble Recoveries,2023 ST_Forced Fumbles,2023 ST_Safeties,2023 ST_Special Teams Touchdowns,2023 Fantasy Points From Points,2023 XP2,2023 ESPN ADP,2023 Sleeper ADP,2023 NFL ADP,2023 RTSports ADP,2023 Average ADP,2023 Positional ADP,2023 PPR Fantasy Points Scored,2023 Standard Fantasy Points Scored,2024 Age,2024 Position,2024 Team,2024 Games Played,2024 Games Started,2024 Passing Attempts,2024 Passing Completions,2024 Passing Yards,2024 Passing Touchdowns,2024 Interceptions Thrown,2024 Rushing Attempts,2024 Rushing Yards,2024 Rushing Touchdowns,2024 Targets,2024 Receptions,2024 Receiving Yards,2024 Receiving Touchdowns,2024 Fumbles,2024 Field Goals Attempted 0-39,2024 Field Goals Made 0-39,2024 Field Goals Attempted 40-49,2024 Field Goals Made 40-49,2024 Field Goals Attempted 50+,2024 Field Goals Made 50+,2024 Field Goals Attempted,2024 Field Goals Made,2024 Extra Points Attempted,2024 Extra Points Made,2024 Total Yards Allowed,2024 Total Plays,2024 Takeaways,2024 First Downs Allowed,2024 Passing Yards Allowed,2024 Passing Touchdowns Allowed,2024 Rushing Yards Allowed,2024 Rushing Touchdowns Allowed,2024 Penalties Committed,2024 Penalty Yards,2024 First Downs by Penalty,2024 Percent Drives Scored On,2024 Percent Drives Takeaway,2024 ST_Sacks,2024 ST_Interceptions,2024 ST_Fumble Recoveries,2024 ST_Forced Fumbles,2024 ST_Safeties,2024 ST_Special Teams Touchdowns,2024 Fantasy Points From Points,2024 XP2,2024 ESPN ADP,2024 Sleeper ADP,2024 NFL ADP,2024 RTSports ADP,2024 Average ADP,2024 Positional ADP,2024 PPR Fantasy Points Scored,2024 Standard Fantasy Points Scored
Cordarrelle Patterson,27.0,WR,NWE,15.0,5.0,,,,,,42.0,228.0,1.0,28.0,21.0,247.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0,258.7,88.0,90.5,69.5,28.0,WR,CHI,16.0,4.0,,,,,,17.0,103.0,0.0,17.0,11.0,83.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,,,,319.5,78.0,29.6,18.6,29.0,WR,CHI,16.0,3.0,,,,,,64.0,232.0,1.0,25.0,21.0,132.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,,343.5,114.0,63.4,42.4,30.0,RB,ATL,16.0,13.0,1.0,0.0,0.0,0.0,0.0,153.0,618.0,6.0,69.0,52.0,548.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,,258.0,248.3,73.0,230.6,178.6,31.0,RB,ATL,13.0,11.0,,,,,,144.0,695.0,8.0,31.0,21.0,122.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,81.0,93.0,77.0,85.8,31.0,148.7,127.7,32.0,RB,ATL,14.0,0.0,,,,,,50.0,181.0,0.0,12.0,9.0,38.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,173.0,178.0,190.3,55.0,34.9,25.9,33.0,RB,PIT,13.0,1.0,,,,,,32.0,135.0,0.0,14.0,12.0,80.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0,,281.0,75.0,37.5,25.5
Corey Bojorquez,22.0,K,BUF,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.0,K,BUF,16.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,K,CLE,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,0.0,0.0,27.0,K,CLE,16.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Clement,24.0,RB,PHI,11.0,0.0,,,,,,68.0,259.0,2.0,25.0,22.0,192.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,144.0,144.8,48.0,71.1,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,RB,PHI,15.0,0.0,,,,,,21.0,75.0,1.0,6.0,5.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0,98.0,21.0,16.0,27.0,RB,DAL,17.0,0.0,,,,,,33.0,140.0,0.0,7.0,6.0,29.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.0,104.0,28.9,22.9,28.0,RB,ARI,9.0,1.0,,,,,,15.0,55.0,1.0,7.0,5.0,54.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,21.9,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Coleman,24.0,WR,NYG,8.0,1.0,,,,,,1.0,5.0,0.0,8.0,5.0,71.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.0,276.3,94.0,12.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Davis,23.0,WR,TEN,16.0,16.0,,,,,,6.0,55.0,0.0,112.0,65.0,891.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,60.0,63.6,25.0,181.6,116.6,24.0,TE,TEN,15.0,11.0,,,,,,0.0,0.0,0.0,69.0,43.0,601.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,117.0,77.0,94.8,10.0,113.1,70.1,25.0,WR,TEN,14.0,12.0,,,,,,0.0,0.0,0.0,92.0,65.0,984.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,213.0,73.0,191.4,126.4,26.0,WR,NYJ,9.0,9.0,,,,,,0.0,0.0,0.0,59.0,34.0,492.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,105.0,135.0,84.0,95.6,39.0,103.2,69.2,27.0,WR,NYJ,13.0,10.0,,,,,,0.0,0.0,0.0,64.0,32.0,536.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,236.0,211.5,71.0,97.6,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Grant,27.0,RB,JAX,5.0,1.0,,,,,,13.0,40.0,0.0,12.0,9.0,67.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0,297.3,83.0,19.7,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Courtland Sutton,23.0,WR,DEN,16.0,9.0,,,,,,1.0,-1.0,0.0,84.0,42.0,704.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,216.0,194.4,75.0,136.3,94.3,24.0,WR,DEN,16.0,14.0,1.0,1.0,38.0,0.0,0.0,3.0,17.0,0.0,124.0,72.0,1112.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,145.0,92.0,111.7,40.0,218.42,146.42,25.0,WR,DEN,1.0,1.0,,,,,,0.0,0.0,0.0,6.0,3.0,66.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,48.0,46.5,18.0,9.6,6.6,26.0,WR,DEN,17.0,16.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,98.0,58.0,776.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,81.0,96.0,69.0,79.6,33.0,148.24,90.24,27.0,WR,DEN,15.0,15.0,,,,,,1.0,5.0,0.0,109.0,64.0,829.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,47.0,92.0,42.0,58.0,21.0,159.4,95.4,28.0,WR,DEN,16.0,14.0,,,,,,0.0,0.0,0.0,90.0,59.0,772.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,118.0,127.0,87.0,106.0,40.0,190.2,131.2,29.0,WR,DEN,17.0,13.0,2.0,2.0,30.0,1.0,0.0,0.0,0.0,0.0,135.0,81.0,1081.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,116.0,139.0,104.0,112.4,47.0,240.3,159.3
Craig Reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,RB,JAX,2.0,0.0,,,,,,1.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,0.7,25.0,RB,DET,5.0,2.0,,,,,,55.0,230.0,0.0,8.0,7.0,52.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,28.2,26.0,RB,DET,9.0,0.0,,,,,,23.0,102.0,0.0,10.0,9.0,116.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0,97.0,30.8,21.8,27.0,RB,DET,17.0,0.0,,,,,,41.0,179.0,1.0,5.0,5.0,47.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,154.0,29.6,24.6,28.0,RB,DET,17.0,0.0,,,,,,31.0,139.0,0.0,5.0,3.0,40.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,,356.0,86.0,18.9,15.9
Cullen Gillaspia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,RB,HOU,7.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtis Samuel,22.0,WR,CAR,13.0,8.0,,,,,,8.0,84.0,2.0,65.0,39.0,494.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,93.0,136.8,97.8,23.0,WR,CAR,16.0,15.0,,,,,,19.0,130.0,1.0,105.0,54.0,627.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,115.0,90.0,98.7,37.0,171.7,117.7,24.0,WR,CAR,15.0,5.0,,,,,,41.0,200.0,2.0,97.0,77.0,851.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,,,162.0,158.3,55.0,210.1,133.1,25.0,WR,WAS,5.0,1.0,,,,,,4.0,11.0,0.0,9.0,6.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,120.0,111.0,115.0,118.2,45.0,9.8,3.8,26.0,WR,WAS,17.0,12.0,,,,,,38.0,187.0,1.0,92.0,64.0,656.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,274.0,273.0,263.3,88.0,176.3,112.3,27.0,WR,WAS,16.0,13.0,,,,,,7.0,39.0,1.0,91.0,62.0,613.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,225.0,247.0,230.3,76.0,157.2,95.2,28.0,WR,BUF,14.0,2.0,,,,,,5.0,14.0,0.0,46.0,31.0,253.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,117.0,150.0,128.0,143.6,53.0,63.7,32.7
Cyril Grayson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,WR,TAM,2.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.3,27.0,WR,TAM,3.0,0.0,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,28.0,WR,TAM,5.0,3.0,,,,,,1.0,14.0,0.0,12.0,10.0,212.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D'Andre Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,RB,DET,13.0,4.0,,,,,,114.0,521.0,8.0,57.0,46.0,357.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,66.0,65.8,29.0,187.8,141.8,22.0,RB,DET,13.0,4.0,1.0,0.0,0.0,0.0,0.0,151.0,617.0,5.0,78.0,62.0,452.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,33.0,38.0,35.0,36.8,19.0,206.9,144.9,23.0,RB,DET,14.0,8.0,,,,,,99.0,542.0,5.0,70.0,48.0,389.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,14.0,22.0,11.0,15.5,9.0,187.1,139.1,24.0,RB,PHI,16.0,15.0,,,,,,229.0,1049.0,5.0,49.0,39.0,214.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,62.0,77.0,72.0,74.3,30.0,195.3,156.3,25.0,RB,CHI,17.0,17.0,,,,,,253.0,959.0,6.0,52.0,42.0,386.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,62.0,74.0,50.0,60.6,20.0,208.5,166.5
D'Ernest Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,RB,CLE,16.0,0.0,,,,,,4.0,21.0,0.0,7.0,6.0,71.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,9.2,24.0,RB,CLE,16.0,0.0,,,,,,33.0,166.0,0.0,4.0,3.0,14.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,16.0,25.0,RB,CLE,17.0,2.0,,,,,,100.0,534.0,3.0,25.0,19.0,137.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,83.1,26.0,RB,CLE,15.0,0.0,,,,,,4.0,17.0,0.0,3.0,3.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,241.0,266.5,83.0,5.4,2.4,27.0,RB,JAX,17.0,0.0,,,,,,41.0,108.0,0.0,12.0,10.0,140.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.0,,,,384.0,88.0,34.8,24.8,28.0,RB,JAX,14.0,1.0,,,,,,32.0,143.0,0.0,19.0,12.0,96.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.0,,630.0,116.0,35.9,23.9
